component_name,component_type,tloc,orphan,Inscope
APSWGVRH,COPYBOOK,40,No,Yes
APSWGW,COPYBOOK,84,No,Yes
APSWGX,COPYBOOK,90,No,Yes
APSWGU,COPYBOOK,8,No,Yes
APSWGY,COPYBOOK,54,No,Yes
APSWGZ,COPYBOOK,57,No,Yes
APSWGXRH,COPYBOOK,90,No,Yes
APSWHA,COPYBOOK,25,No,Yes
APSWHB,COPYBOOK,103,No,Yes
APSWHD,COPYBOOK,33,No,Yes
APSWGZRH,COPYBOOK,60,No,Yes
APSWHG,COPYBOOK,26,No,Yes
APSWHE,COPYBOOK,53,No,Yes
APSWHZ,COPYBOOK,47,No,Yes
APSWK1,COPYBOOK,42,No,Yes
APSWKA,COPYBOOK,159,No,Yes
APSWKC,COPYBOOK,20,No,Yes
APSWKD,COPYBOOK,101,No,Yes
APSWKE,COPYBOOK,13,No,Yes
APSWKF,COPYBOOK,24,No,Yes
APSWKG,COPYBOOK,32,No,Yes
APSWKH,COPYBOOK,90,No,Yes
APSWKK,COPYBOOK,36,No,Yes
APSWKL,COPYBOOK,326,No,Yes
APSWKLRH,COPYBOOK,298,No,Yes
APSWKP,COPYBOOK,52,No,Yes
APSWKT,COPYBOOK,184,No,Yes
APSWK2,COPYBOOK,77,No,Yes
APSWO1,COPYBOOK,17,No,Yes
APSWPC,COPYBOOK,141,No,Yes
APSWPD,COPYBOOK,123,No,Yes
APSWR1,COPYBOOK,54,No,Yes
APSWS4,COPYBOOK,33,No,Yes
APSWSA,COPYBOOK,3,No,Yes
APSWSI,COPYBOOK,22,No,Yes
APSWSIRH,COPYBOOK,23,No,Yes
APSWSS,COPYBOOK,24,No,Yes
APSWS3,COPYBOOK,32,No,Yes
APSWST,COPYBOOK,9,No,Yes
APSWT1,COPYBOOK,19,No,Yes
APSWT3,COPYBOOK,10,No,Yes
APSWTA,COPYBOOK,39,No,Yes
APSWTC,COPYBOOK,7,No,Yes
APSWTD,COPYBOOK,8,No,Yes
APSWTE,COPYBOOK,31,No,Yes
APSWTB,COPYBOOK,10,No,Yes
APSWTM,COPYBOOK,332,No,Yes
APSWTQ,COPYBOOK,28,No,Yes
APSWTR,COPYBOOK,19,No,Yes
APSWTF,COPYBOOK,11,No,Yes
APSWTT,COPYBOOK,36,No,Yes
APSWW1,COPYBOOK,161,No,Yes
APSXI1,COPYBOOK,23,No,Yes
APSWTS,COPYBOOK,139,No,Yes
APSXW1,COPYBOOK,52,No,Yes
APSZO1,COPYBOOK,16,No,Yes
APSXO1,COPYBOOK,23,No,Yes
ASC2EBC,COPYBOOK,25,No,Yes
ATTRBC1,COPYBOOK,44,No,Yes
AU01S01,COPYBOOK,24,No,Yes
AU05S01,COPYBOOK,138,No,Yes
APSZW1,COPYBOOK,87,No,Yes
AU09S01,COPYBOOK,268,No,Yes
AU11S01,COPYBOOK,292,No,Yes
AU13S01,COPYBOOK,182,No,Yes
AU15S01,COPYBOOK,90,No,Yes
AU17S01,COPYBOOK,118,No,Yes
AU19S01,COPYBOOK,88,No,Yes
AU07S01,COPYBOOK,120,No,Yes
AU21S01,COPYBOOK,470,No,Yes
AU23S01,COPYBOOK,154,No,Yes
AU25S01,COPYBOOK,88,No,Yes
AU27S01,COPYBOOK,72,No,Yes
AU33S01,COPYBOOK,334,No,Yes
AU35S01,COPYBOOK,352,No,Yes
AU37S01,COPYBOOK,60,No,Yes
AU39S01,COPYBOOK,78,No,Yes
AU41S01,COPYBOOK,108,No,Yes
AU43S01,COPYBOOK,72,No,Yes
AU45S01,COPYBOOK,44,No,Yes
AU47S01,COPYBOOK,40,No,Yes
AU31S01,COPYBOOK,24,No,Yes
AU51S01,COPYBOOK,40,No,Yes
AU53S01,COPYBOOK,114,No,Yes
AU56S01,COPYBOOK,54,No,Yes
AU57S01,COPYBOOK,48,No,Yes
AU49S01,COPYBOOK,48,No,Yes
AU59S01,COPYBOOK,78,No,Yes
AU61S01,COPYBOOK,30,No,Yes
AU65S01,COPYBOOK,96,No,Yes
AU63S01,COPYBOOK,78,No,Yes
AUD650C,COPYBOOK,56,No,Yes
AU99S01,COPYBOOK,48,No,Yes
AUDACCDO,COPYBOOK,94,No,Yes
AUDACCPO,COPYBOOK,85,No,Yes
AUDADJRC,COPYBOOK,536,No,Yes
AUDCAS1C,COPYBOOK,75,No,Yes
AUD902C,COPYBOOK,44,No,Yes
AUDCAS2C,COPYBOOK,60,No,Yes
AUDCCDPB,COPYBOOK,128,No,Yes
AUDCCVDO,COPYBOOK,7,No,Yes
AUDCCVPO,COPYBOOK,194,No,Yes
AUDCFDIF,COPYBOOK,232,No,Yes
AUDCHKDO,COPYBOOK,27,No,Yes
AUDCHKPO,COPYBOOK,62,No,Yes
AUDCMPPC,COPYBOOK,183,No,Yes
AUDCONDB,COPYBOOK,210,No,Yes
AUDCRJDB,COPYBOOK,132,No,Yes
AUDCCDDB,COPYBOOK,23,No,Yes
AUDCRJPB,COPYBOOK,239,No,Yes
AUDCTLDB,COPYBOOK,127,No,Yes
AUDCTLPY,COPYBOOK,745,No,Yes
AUDDCVDY,COPYBOOK,36,No,Yes
AUDDCVPY,COPYBOOK,282,No,Yes
AUDEUCDP,COPYBOOK,90,No,Yes
AUDEURDP,COPYBOOK,91,No,Yes
AUDDCVDB,COPYBOOK,33,No,Yes
AUDGCSDB,COPYBOOK,50,No,Yes
AUDHDRDB,COPYBOOK,25,No,Yes
AUDHH3C,COPYBOOK,115,No,Yes
AUDJFR1,COPYBOOK,441,No,Yes
AUDJFR2,COPYBOOK,460,No,Yes
AUDLINKC,COPYBOOK,32,No,Yes
AUDLTOBH,COPYBOOK,26,No,Yes
AUDFECKC,COPYBOOK,430,No,Yes
AUDLTOCH,COPYBOOK,28,No,Yes
AUDLTOCT,COPYBOOK,36,No,Yes
AUDLTODH,COPYBOOK,29,No,Yes
AUDLTODR,COPYBOOK,93,No,Yes
AUDLTOBT,COPYBOOK,34,No,Yes
AUDLTOFH,COPYBOOK,29,No,Yes
AUDLTODT,COPYBOOK,37,No,Yes
AUDLTOFT,COPYBOOK,27,No,Yes
AUDLTOMH,COPYBOOK,37,No,Yes
AUDLTOMT,COPYBOOK,37,No,Yes
AUDMTFDO,COPYBOOK,14,No,Yes
AUDMCDDC,COPYBOOK,8,No,Yes
AUDSLSDB,COPYBOOK,20,No,Yes
AUDOUTSR,COPYBOOK,66,No,Yes
AUDSMRDB,COPYBOOK,29,No,Yes
AUDSLSPB,COPYBOOK,484,No,Yes
AUDSTVDO,COPYBOOK,254,No,Yes
AUDSTTDB,COPYBOOK,68,No,Yes
AUDSTYV1,COPYBOOK,19,No,Yes
AUDSTYVE,COPYBOOK,214,No,Yes
AUDSTYPO,COPYBOOK,932,No,Yes
AUDSUMDC,COPYBOOK,29,No,Yes
AUDSUMDS,COPYBOOK,49,No,Yes
AUDSUMDB,COPYBOOK,39,No,Yes
AUDSUMTD,COPYBOOK,38,No,Yes
AUDSVSHD,COPYBOOK,38,No,Yes
AUDSVSDE,COPYBOOK,58,No,Yes
AUDTNDDB,COPYBOOK,29,No,Yes
AUDSVSTR,COPYBOOK,36,No,Yes
AUDTNDOD,COPYBOOK,32,No,Yes
AUDTXNPB,COPYBOOK,2419,No,Yes
AUDVLVDB,COPYBOOK,28,No,Yes
AUDVLVPB,COPYBOOK,134,No,Yes
AUDTXNDB,COPYBOOK,15,No,Yes
AUDXTRDB,COPYBOOK,35,No,Yes
AUDXTRST,COPYBOOK,32,No,Yes
AUDZCSD1,COPYBOOK,44,No,Yes
AUDXECKC,COPYBOOK,50,No,Yes
BABENDC,COPYBOOK,13,No,Yes
BABENDP,COPYBOOK,72,No,Yes
AUDZCSD2,COPYBOOK,36,No,Yes
BDATEC1Y,COPYBOOK,45,No,Yes
BDATEP1Y,COPYBOOK,134,No,Yes
BKRADJ1C,COPYBOOK,79,No,Yes
BDATEC1,COPYBOOK,31,No,Yes
BKRCON1C,COPYBOOK,39,No,Yes
BKRCSH1C,COPYBOOK,42,No,Yes
BKRDTL1C,COPYBOOK,49,No,Yes
BKRCFE1C,COPYBOOK,34,No,Yes
BKRETD1C,COPYBOOK,42,No,Yes
BKRGL1C,COPYBOOK,17,No,Yes
BKRDTL2C,COPYBOOK,69,No,Yes
BKRMAC1C,COPYBOOK,17,No,Yes
BKRSTR1A,COPYBOOK,28,No,Yes
BKRGLADJ,COPYBOOK,66,No,Yes
BKRSTR1C,COPYBOOK,81,No,Yes
BKRSTR1R,COPYBOOK,52,No,Yes
BKRSTR1B,COPYBOOK,30,No,Yes
BMCSABDD,COPYBOOK,37,No,Yes
BMCSABDP,COPYBOOK,58,No,Yes
BKRSXC1C,COPYBOOK,11,No,Yes
BSZNRPLP,COPYBOOK,129,No,Yes
CDR600C,COPYBOOK,56,No,Yes
BSZNRPLC,COPYBOOK,35,No,Yes
CDRABDPO,COPYBOOK,96,No,Yes
CDRABDDO,COPYBOOK,23,No,Yes
CDRBHFNC,COPYBOOK,45,No,Yes
CDRASCII,COPYBOOK,85,No,Yes
CDRBTFNC,COPYBOOK,39,No,Yes
CDRBHMTC,COPYBOOK,48,No,Yes
CDRBTMTC,COPYBOOK,37,No,Yes
CDRCHSBH,COPYBOOK,32,No,Yes
CDRCHSBT,COPYBOOK,30,No,Yes
CDRCHSD1,COPYBOOK,48,No,Yes
CDRCHSD4,COPYBOOK,28,No,Yes
CDRCFNBC,COPYBOOK,39,No,Yes
CDRCHSD5,COPYBOOK,41,No,Yes
CDRCHSFT,COPYBOOK,31,No,Yes
CDRCHSFH,COPYBOOK,30,No,Yes
CDRCHSJ2,COPYBOOK,26,No,Yes
CDRCHSJ1,COPYBOOK,32,No,Yes
CDRCNFRP,COPYBOOK,30,No,Yes
CDRCMTSC,COPYBOOK,39,No,Yes
CDRDETBR,COPYBOOK,96,No,Yes
CDRDFNBC,COPYBOOK,117,No,Yes
CDRDETRP,COPYBOOK,42,No,Yes
CDRENDB,COPYBOOK,63,No,Yes
CDRENDC,COPYBOOK,23,No,Yes
CDRDMTSC,COPYBOOK,103,No,Yes
CDRGIDRP,COPYBOOK,39,No,Yes
CDRHDRBR,COPYBOOK,32,No,Yes
CDRGEDB,COPYBOOK,36,No,Yes
CDRHFNBC,COPYBOOK,40,No,Yes
CDRMTRC,COPYBOOK,23,No,Yes
CDRPOSDB,COPYBOOK,36,No,Yes
CDRSTRTL,COPYBOOK,37,No,Yes
CDRTFMTC,COPYBOOK,35,No,Yes
CDRTFNBC,COPYBOOK,38,No,Yes
CDRHFMTC,COPYBOOK,40,No,Yes
CDRTLRBR,COPYBOOK,36,No,Yes
CDRTRN2C,COPYBOOK,131,No,Yes
CDRTRN3C,COPYBOOK,130,No,Yes
CDRTRN4C,COPYBOOK,86,No,Yes
CDRTRN1C,COPYBOOK,152,No,Yes
CDRTRN9,COPYBOOK,65,No,Yes
CDRXMTC2,COPYBOOK,35,No,Yes
CDRTRN5C,COPYBOOK,37,No,Yes
CDRXREF2,COPYBOOK,40,No,Yes
CDRXREF3,COPYBOOK,25,No,Yes
CDRXREFC,COPYBOOK,51,No,Yes
CDRXMTCC,COPYBOOK,41,No,Yes
CICSRCOD,COPYBOOK,98,No,Yes
CMCOBOL,COPYBOOK,260,No,Yes
CMQGMOV,COPYBOOK,39,No,Yes
CMQMDV,COPYBOOK,73,No,Yes
CICSAID,COPYBOOK,34,No,Yes
CMQODV,COPYBOOK,39,No,Yes
CMQPMOV,COPYBOOK,45,No,Yes
CMQTMV,COPYBOOK,43,No,Yes
CMQV,COPYBOOK,953,No,Yes
CMQMDV1,COPYBOOK,73,No,Yes
CNSL856N,COPYBOOK,145,No,Yes
CMQV1,COPYBOOK,953,No,Yes
CSIDATEW,COPYBOOK,57,No,Yes
CSIDATEP,COPYBOOK,38,No,Yes
CTCWAL1,COPYBOOK,95,Yes,Yes
CTCWAL2,COPYBOOK,126,No,Yes
CT21COMM,COPYBOOK,73,No,Yes
CWACODCL,COPYBOOK,69,No,Yes
CWACOSEL,COPYBOOK,112,No,Yes
CTSCOMC1,COPYBOOK,58,No,Yes
CWADISTL,COPYBOOK,71,No,Yes
CWAPROCC,COPYBOOK,110,No,Yes
CWASTORL,COPYBOOK,105,No,Yes
CWAREGNL,COPYBOOK,71,No,Yes
CWATABLL,COPYBOOK,43,No,Yes
CXSOJRC1,COPYBOOK,46,No,Yes
CWAWORKC,COPYBOOK,70,No,Yes
CXSOQC2,COPYBOOK,43,No,Yes
DATECONV,COPYBOOK,53,No,Yes
CXSOQC1,COPYBOOK,60,No,Yes
DATEWS01,COPYBOOK,49,No,Yes
DB2BDLYP,COPYBOOK,50,No,Yes
DATECPY,COPYBOOK,48,No,Yes
DB2STDC2,COPYBOOK,9,No,Yes
DB2TORC1,COPYBOOK,41,No,Yes
DB2STDC1,COPYBOOK,67,No,Yes
DBLOCHI1_SLOCADDR1,COPYBOOK,34,Yes,Yes
DBLOCHI1_SLOCADDR2,COPYBOOK,30,Yes,Yes
DBLOCHI1_SLOCADDR,COPYBOOK,34,Yes,Yes
DBLOCHI1_SLOCCLAS1,COPYBOOK,59,Yes,Yes
DBLOCHI1_SLOCCLAS,COPYBOOK,59,No,Yes
DBLOCHI1_SLOCCLASCL,COPYBOOK,59,Yes,Yes
DBLOCHI1_SLOCCLAS2,COPYBOOK,55,Yes,Yes
DBLOCHI1_SLOCDEPT_OLD,COPYBOOK,76,No,Yes
DBLOCHI1_SLOCDEPT,COPYBOOK,78,No,Yes
DBLOCHI1_SLOCDEPT2,COPYBOOK,74,Yes,Yes
DBLOCHI1_SLOCDEPT1,COPYBOOK,78,Yes,Yes
DBLOCHI1_SLOCROOT,COPYBOOK,102,No,Yes
DBLOCHI1_SLOCDEPTCL,COPYBOOK,78,No,Yes
DBLOCHI1_SLOCROOT1,COPYBOOK,102,Yes,Yes
DBLOCHI1_SLOCROOT_OLD,COPYBOOK,100,No,Yes
DBLOCHI1_SLOCROOT2,COPYBOOK,98,Yes,Yes
DBLOCHI1_SLOCROOTCL,COPYBOOK,102,No,Yes
DBLOCHI1_SLOCSELL_OLD,COPYBOOK,50,No,Yes
DBLOCHI1_SLOCSELL,COPYBOOK,51,No,Yes
DBLOCHI1_SLOCSELL2,COPYBOOK,47,Yes,Yes
DBLOCHI1_SLOCSELLCL,COPYBOOK,51,No,Yes
DBLOCHI1_SLOCSUCL,COPYBOOK,60,No,Yes
DBLOCHI1_SLOCSUCL1,COPYBOOK,60,Yes,Yes
DBLOCHI1_SLOCSELL1,COPYBOOK,51,Yes,Yes
DBLOCHI1_SLOCSUCLCL,COPYBOOK,60,Yes,Yes
DBPOMHD1_SPOMCOMM,COPYBOOK,25,Yes,Yes
DBPOMHD1_SPOMCOMM1,COPYBOOK,25,Yes,Yes
DBPOMHD1_SPOMCOMM2,COPYBOOK,21,Yes,Yes
DBPOMHD1_SPOMPROD,COPYBOOK,81,No,Yes
DBPOMHD1_SPOMPROD_OLD,COPYBOOK,79,No,Yes
DBPOMHD1_SPOMPROD1,COPYBOOK,81,Yes,Yes
DBPOMHD1_SPOMPROD2,COPYBOOK,77,Yes,Yes
DBPOMHD1_SPOMPRODCL,COPYBOOK,81,No,Yes
DBLOCHI1_SLOCSUCL2,COPYBOOK,56,Yes,Yes
DBPOMHD1_SPOMROOT_OLD,COPYBOOK,99,No,Yes
DBPOMHD1_SPOMROOT1,COPYBOOK,98,Yes,Yes
DBPOMHD1_SPOMROOT,COPYBOOK,103,Yes,Yes
DBPOMHD1_SPOMROOTCL,COPYBOOK,103,No,Yes
DBPOMHD1_SPOMROOT2,COPYBOOK,100,Yes,Yes
DBPOMHD1_SPOMSIZE1,COPYBOOK,36,Yes,Yes
DBPOMHD1_SPOMSIZE2,COPYBOOK,32,Yes,Yes
DBPOMHD1_SPOMVEND,COPYBOOK,25,Yes,Yes
DBPOMHD1_SPOMVEND1,COPYBOOK,25,Yes,Yes
DBPOMHD1_SPOMSIZE,COPYBOOK,36,Yes,Yes
DBX85HM,COPYBOOK,22,No,Yes
DD01COMM,COPYBOOK,207,No,Yes
DD01S01,COPYBOOK,42,No,Yes
DD01WSCY,COPYBOOK,272,No,Yes
DD02S01,COPYBOOK,199,No,Yes
DBPOMHD1_SPOMVEND2,COPYBOOK,21,Yes,Yes
DD03S01,COPYBOOK,254,No,Yes
DD04S01,COPYBOOK,114,No,Yes
DDGCISSU,COPYBOOK,33,No,Yes
DDGCREDM,COPYBOOK,29,No,Yes
DFHBMSCA,COPYBOOK,256,No,Yes
DLIBOLOP,COPYBOOK,10,No,Yes
DLICMCDE,COPYBOOK,28,No,Yes
DLIERMSG,COPYBOOK,70,No,Yes
DLIERDSP,COPYBOOK,20,No,Yes
DLIRELOP,COPYBOOK,13,No,Yes
DLIUPDSP,COPYBOOK,12,No,Yes
DLIFUNCS,COPYBOOK,17,No,Yes
DOCTEMPC,COPYBOOK,61,No,Yes
DPOCOMM,COPYBOOK,93,No,Yes
DPOSTATS,COPYBOOK,44,No,Yes
DOCLINEC,COPYBOOK,58,No,Yes
DSQTSQW,COPYBOOK,32,No,Yes
DWA060C1,COPYBOOK,17,No,Yes
DWA060C2,COPYBOOK,17,No,Yes
DS20COM1,COPYBOOK,555,No,Yes
DWA200C,COPYBOOK,134,No,Yes
DWA960C,COPYBOOK,233,No,Yes
DWAERRC,COPYBOOK,551,No,Yes
DWAINSC,COPYBOOK,88,No,Yes
DWAINSZ,COPYBOOK,87,No,Yes
DWA060C3,COPYBOOK,19,No,Yes
DWAPRKEYC,COPYBOOK,15,No,Yes
DWASCDC2,COPYBOOK,23,No,Yes
DWASLSEXC,COPYBOOK,30,No,Yes
DWASMLVLC,COPYBOOK,12,No,Yes
DWASTYC1,COPYBOOK,29,No,Yes
DWAINVEXC,COPYBOOK,48,No,Yes
DWASTYC3,COPYBOOK,21,No,Yes
DWASTYC4,COPYBOOK,23,No,Yes
DWASYRC2,COPYBOOK,27,No,Yes
EBC2ASC,COPYBOOK,25,No,Yes
EBCASCTB,COPYBOOK,143,No,Yes
EBSTRXC,COPYBOOK,100,No,Yes
DWASTYC2,COPYBOOK,25,No,Yes
ECPSPTMC,COPYBOOK,23,No,Yes
ECQACTC,COPYBOOK,44,No,Yes
ECQERRC,COPYBOOK,48,No,Yes
ECQMQRC,COPYBOOK,238,No,Yes
ED935C01,COPYBOOK,23,No,Yes
ECPGAPSC,COPYBOOK,46,No,Yes
EDIA315C,COPYBOOK,54,No,Yes
EDIA810C,COPYBOOK,168,No,Yes
EDIA816C,COPYBOOK,214,No,Yes
EDIA824C,COPYBOOK,63,No,Yes
EDIA214C,COPYBOOK,114,No,Yes
EDIA832C,COPYBOOK,303,No,Yes
EDIA830C,COPYBOOK,88,No,Yes
EDIA852C,COPYBOOK,70,No,Yes
EDIA862C,COPYBOOK,173,No,Yes
EDIA947C,COPYBOOK,132,No,Yes
EDIB214C,COPYBOOK,228,No,Yes
EDIB315C,COPYBOOK,213,No,Yes
EDIB816C,COPYBOOK,212,No,Yes
EDIB856C,COPYBOOK,263,No,Yes
EDIB850C,COPYBOOK,656,No,Yes
EDIB870C,COPYBOOK,154,No,Yes
EDIBPASS,COPYBOOK,54,No,Yes
EDIB861C,COPYBOOK,198,No,Yes
EDIC850C,COPYBOOK,600,No,Yes
EDID824C,COPYBOOK,61,No,Yes
EDIC810C,COPYBOOK,144,No,Yes
EDID856C,COPYBOOK,434,No,Yes
EDIE856C,COPYBOOK,319,No,Yes
EDID850C,COPYBOOK,219,No,Yes
EDIH850C,COPYBOOK,65,No,Yes
EDII850C,COPYBOOK,444,No,Yes
EDIF850C,COPYBOOK,656,No,Yes
EDTBLC02,COPYBOOK,529,No,Yes
EDIXMAPI,COPYBOOK,42,No,Yes
EDW1B0C1,COPYBOOK,8,No,Yes
EDW1B0C3,COPYBOOK,8,No,Yes
EDW1C0C1,COPYBOOK,4,No,Yes
EDW1C0C2,COPYBOOK,5,No,Yes
EDW1C0C3,COPYBOOK,4,No,Yes
EDW1B0C2,COPYBOOK,9,No,Yes
EDW1D0C1,COPYBOOK,5,No,Yes
EDW1D0C2,COPYBOOK,5,No,Yes
EDW1D0C3,COPYBOOK,5,No,Yes
EDW1E0C1,COPYBOOK,6,No,Yes
EDW1E0C2,COPYBOOK,6,No,Yes
EDW1F0C1,COPYBOOK,7,No,Yes
EDW1F0C2,COPYBOOK,7,No,Yes
EDW1E0C3,COPYBOOK,6,No,Yes
EDW1F0C3,COPYBOOK,7,No,Yes
EDW1G0C1,COPYBOOK,4,No,Yes
EDW1G0C2,COPYBOOK,6,No,Yes
EDW1H0C1,COPYBOOK,8,No,Yes
EDW1H0C2,COPYBOOK,8,No,Yes
EDW1H0C3,COPYBOOK,8,No,Yes
EDW1I0C1,COPYBOOK,33,No,Yes
EDW1G0C3,COPYBOOK,4,No,Yes
EDW1I0C2,COPYBOOK,25,No,Yes
EDW1I0C3,COPYBOOK,30,No,Yes
EDW1I0C4,COPYBOOK,28,No,Yes
EDW1I0C5,COPYBOOK,25,No,Yes
EDWABEND,COPYBOOK,35,No,Yes
EDWLOCC1,COPYBOOK,85,No,Yes
EDWABPGM,COPYBOOK,60,No,Yes
EDWLOCC5,COPYBOOK,85,No,Yes
EDWLOCC6,COPYBOOK,94,No,Yes
EDWPRDC1,COPYBOOK,93,No,Yes
EDWPRDC2,COPYBOOK,93,No,Yes
EDWLOCC2,COPYBOOK,83,No,Yes
EDWPRDC4,COPYBOOK,77,No,Yes
EDWPRDC3,COPYBOOK,52,No,Yes
EDWPRDC5,COPYBOOK,112,No,Yes
EDWPRDC6,COPYBOOK,110,No,Yes
EDWPRDC7,COPYBOOK,125,No,Yes
EDWX2C,COPYBOOK,217,No,Yes
ET00S01,COPYBOOK,16,No,Yes
ET04S01,COPYBOOK,252,No,Yes
ET05S01,COPYBOOK,106,No,Yes
ET06S01,COPYBOOK,290,No,Yes
ET07S01,COPYBOOK,142,No,Yes
EDWX1C,COPYBOOK,322,No,Yes
ET11S01,COPYBOOK,196,No,Yes
ET12S01,COPYBOOK,82,No,Yes
ET21S01,COPYBOOK,278,No,Yes
ET22S01,COPYBOOK,208,No,Yes
ET31S01,COPYBOOK,70,No,Yes
ET33S01,COPYBOOK,82,No,Yes
ET34S01,COPYBOOK,90,No,Yes
ET32S01,COPYBOOK,134,No,Yes
FA01S01,COPYBOOK,16,No,Yes
FA02S01,COPYBOOK,36,No,Yes
EXPLDEV,COPYBOOK,48,No,Yes
FA11S01,COPYBOOK,22,No,Yes
FA12S01,COPYBOOK,64,No,Yes
FA14S01,COPYBOOK,64,No,Yes
FA15S01,COPYBOOK,64,No,Yes
FA21S01,COPYBOOK,76,No,Yes
FA31S01,COPYBOOK,46,No,Yes
FA13S01,COPYBOOK,64,No,Yes
FA33S01,COPYBOOK,126,No,Yes
FA32S01,COPYBOOK,108,No,Yes
FA34S01,COPYBOOK,120,No,Yes
FA35S01,COPYBOOK,144,No,Yes
FA36S01,COPYBOOK,126,No,Yes
FA37S01,COPYBOOK,126,No,Yes
FA38S01,COPYBOOK,156,No,Yes
FA39S01,COPYBOOK,126,No,Yes
FA40S01,COPYBOOK,252,No,Yes
FA42S01,COPYBOOK,34,No,Yes
FA43S01,COPYBOOK,150,No,Yes
FA44S01,COPYBOOK,210,No,Yes
FA41S01,COPYBOOK,196,No,Yes
FA45S01,COPYBOOK,138,No,Yes
FA47S01,COPYBOOK,126,No,Yes
FA48S01,COPYBOOK,216,No,Yes
FA49S01,COPYBOOK,144,No,Yes
FA50S01,COPYBOOK,22,No,Yes
FA51S01,COPYBOOK,114,No,Yes
FA46S01,COPYBOOK,16,No,Yes
FA52S01,COPYBOOK,114,No,Yes
FA61S01,COPYBOOK,28,No,Yes
FA62S01,COPYBOOK,52,No,Yes
FA65S01,COPYBOOK,22,No,Yes
FA71S01,COPYBOOK,22,No,Yes
FA72S01,COPYBOOK,34,No,Yes
FA75S01,COPYBOOK,28,No,Yes
FA76S01,COPYBOOK,58,No,Yes
FA81S01,COPYBOOK,22,No,Yes
FA66S01,COPYBOOK,24,No,Yes
FA82S01,COPYBOOK,52,No,Yes
FA83S01,COPYBOOK,48,No,Yes
FA84S01,COPYBOOK,86,No,Yes
FA86S01,COPYBOOK,70,No,Yes
FA85S01,COPYBOOK,40,No,Yes
FA94S01,COPYBOOK,60,No,Yes
FA95S01,COPYBOOK,40,No,Yes
FC01S01,COPYBOOK,16,No,Yes
FC02S01,COPYBOOK,16,No,Yes
FC11S01,COPYBOOK,22,No,Yes
FC12S01,COPYBOOK,88,No,Yes
FC13S01,COPYBOOK,88,No,Yes
FC14S01,COPYBOOK,88,No,Yes
FC16S01,COPYBOOK,154,No,Yes
FC17S01,COPYBOOK,154,No,Yes
FC18S01,COPYBOOK,142,No,Yes
FC19S01,COPYBOOK,76,No,Yes
FC15S01,COPYBOOK,64,No,Yes
FC20S01,COPYBOOK,132,No,Yes
FC22S01,COPYBOOK,118,No,Yes
FC23S01,COPYBOOK,118,No,Yes
FC24S01,COPYBOOK,118,No,Yes
FC25S01,COPYBOOK,180,No,Yes
FC26S01,COPYBOOK,174,No,Yes
FC21S01,COPYBOOK,82,No,Yes
FC28S01,COPYBOOK,180,No,Yes
FC29S01,COPYBOOK,180,No,Yes
FC30S01,COPYBOOK,180,No,Yes
FC27S01,COPYBOOK,174,No,Yes
FC32S01,COPYBOOK,156,No,Yes
FC33S01,COPYBOOK,156,No,Yes
FC34S01,COPYBOOK,102,No,Yes
FC31S01,COPYBOOK,156,No,Yes
FC41S01,COPYBOOK,58,No,Yes
FC42S01,COPYBOOK,150,No,Yes
FC43S01,COPYBOOK,102,No,Yes
FC35S01,COPYBOOK,130,No,Yes
FC45S01,COPYBOOK,102,No,Yes
FC46S01,COPYBOOK,46,No,Yes
FC47S01,COPYBOOK,72,No,Yes
FC48S01,COPYBOOK,180,No,Yes
FC44S01,COPYBOOK,150,No,Yes
FC49S01,COPYBOOK,150,No,Yes
FC51S01,COPYBOOK,28,No,Yes
FC52S01,COPYBOOK,46,No,Yes
FC53S01,COPYBOOK,46,No,Yes
FC54S01,COPYBOOK,46,No,Yes
FC55S01,COPYBOOK,46,No,Yes
FC56S01,COPYBOOK,180,No,Yes
FC57S01,COPYBOOK,174,No,Yes
FC61S01,COPYBOOK,28,No,Yes
FC50S01,COPYBOOK,46,No,Yes
FC62S01,COPYBOOK,84,No,Yes
FC63S01,COPYBOOK,150,No,Yes
FC64S01,COPYBOOK,28,No,Yes
FC66S01,COPYBOOK,190,No,Yes
FC72S01,COPYBOOK,114,No,Yes
FC73S01,COPYBOOK,102,No,Yes
FC75S01,COPYBOOK,46,No,Yes
FC65S01,COPYBOOK,90,No,Yes
FC77S01,COPYBOOK,138,No,Yes
FC78S01,COPYBOOK,84,No,Yes
FC81S01,COPYBOOK,34,No,Yes
FC82S01,COPYBOOK,148,No,Yes
FC91S01,COPYBOOK,66,No,Yes
FC94S01,COPYBOOK,60,No,Yes
FC95S01,COPYBOOK,40,No,Yes
FGIABDDB,COPYBOOK,40,No,Yes
FGIABDPB,COPYBOOK,71,No,Yes
FC76S01,COPYBOOK,72,No,Yes
FGIINSDB,COPYBOOK,19,No,Yes
FGIEORDB,COPYBOOK,40,No,Yes
FGITRNDB,COPYBOOK,101,No,Yes
FGITSCDB,COPYBOOK,31,No,Yes
FSAFOP1C,COPYBOOK,144,No,Yes
FGISTKDB,COPYBOOK,32,No,Yes
FSSCNTRY,COPYBOOK,21,No,Yes
FSATERR,COPYBOOK,37,No,Yes
FTPCC1,COPYBOOK,7,Yes,Yes
FZ99S01,COPYBOOK,54,No,Yes
GC01S01,COPYBOOK,24,No,Yes
GBTSWK01C,COPYBOOK,31,No,Yes
GC03S01,COPYBOOK,138,No,Yes
GC04S01,COPYBOOK,102,No,Yes
